user,day,logon_events,logoff_events,logon_outside_hours,unique_logon_pcs,usb_events,usb_connect_events,usb_disconnect_events,usb_outside_hours,unique_usb_pcs,file_copy_events,file_copy_outside_hours,unique_files_copied,unique_file_pcs,http_events,http_outside_hours,unique_urls,unique_domains,unique_http_pcs,email_events,email_outside_hours,total_email_size,avg_email_size,total_attachments,emails_with_attachments,to_recipients_count,cc_recipients_count,bcc_recipients_count,unique_email_pcs,rule_score,rule_reasons,anomaly_prediction,anomaly_score,is_anomaly,autoencoder_reconstruction_error,autoencoder_threshold,autoencoder_is_anomaly,risk_score,risk_level,alert_reason,employee_name,email,role,business_unit,functional_unit,department,team,supervisor,ldap_source_file
ABC0174,2010-01-02,2.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,162.0,0.0,50.0,47.0,1.0,15.0,0.0,415578.0,27705.2,4.0,2.0,21.0,22.0,13.0,1.0,15,USB activity detected,-1,-0.04286048263074782,1,0.42301969518364246,0.697005956229538,0,55,medium,USB activity detected; AI anomaly detected by Isolation Forest,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-04,2.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,1.0,9.0,0.0,8.0,8.0,1.0,14.0,0.0,398617.0,28472.64285714286,6.0,3.0,17.0,14.0,14.0,1.0,15,USB activity detected,1,0.021087209700562326,0,0.948695532358021,0.697005956229538,1,45,medium,USB activity detected; AI anomaly detected by TensorFlow Autoencoder,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-05,2.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,320737.0,26728.083333333332,0.0,0.0,21.0,11.0,17.0,1.0,15,USB activity detected,1,0.06168559629931947,0,0.7024956851224833,0.697005956229538,1,45,medium,USB activity detected; AI anomaly detected by TensorFlow Autoencoder,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-06,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.25189093925128153,0,0.0795926588453627,0.697005956229538,0,15,low,USB activity detected,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-07,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.23426035937108708,0,0.08227223845201406,0.697005956229538,0,15,low,USB activity detected,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-08,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.2092469980224541,0,0.04111771016119977,0.697005956229538,0,15,low,USB activity detected,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-09,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.22838849427851565,0,0.03044635091598822,0.697005956229538,0,15,low,USB activity detected,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-11,0.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.19727497896406737,0,0.026766841620095603,0.697005956229538,0,15,low,USB activity detected,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-12,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.2255480598108977,0,0.03194264222559186,0.697005956229538,0,15,low,USB activity detected,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ABC0174,2010-01-13,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.24138913393585137,0,0.034578884745784924,0.697005956229538,0,15,low,USB activity detected,Allegra Bree Coffey,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-11.csv
ACC0042,2010-01-04,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,7.0,1.0,11.0,0.0,346694.0,31517.636363636364,8.0,5.0,21.0,4.0,0.0,1.0,35,Logon activity outside working hours; Multiple PCs used for logon,1,0.044430091534735094,0,0.10780643046968652,0.697005956229538,0,35,medium,Logon activity outside working hours; Multiple PCs used for logon,Alfonso Colin Cooley,Alfonso.Colin.Cooley@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2011-05.csv
ACC0042,2010-01-05,6.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Logon activity outside working hours; Multiple PCs used for logon,1,0.06522154016427717,0,0.09816089396224031,0.697005956229538,0,35,medium,Logon activity outside working hours; Multiple PCs used for logon,Alfonso Colin Cooley,Alfonso.Colin.Cooley@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2011-05.csv
ACC0042,2010-01-06,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Logon activity outside working hours; Multiple PCs used for logon,1,0.15936437867987246,0,0.04913809881525685,0.697005956229538,0,35,medium,Logon activity outside working hours; Multiple PCs used for logon,Alfonso Colin Cooley,Alfonso.Colin.Cooley@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2011-05.csv
ACC0042,2010-01-07,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Logon activity outside working hours; Multiple PCs used for logon,1,0.1341275347966155,0,0.12118637963412873,0.697005956229538,0,35,medium,Logon activity outside working hours; Multiple PCs used for logon,Alfonso Colin Cooley,Alfonso.Colin.Cooley@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2011-05.csv
ACV0812,2010-01-07,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Logon activity outside working hours,1,0.22692358202631413,0,0.1382116496777351,0.697005956229538,0,20,low,Logon activity outside working hours,Alden Caesar Velez,Alden.Caesar.Velez@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,2011-05.csv
AGB0643,2010-01-04,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,55617.0,18539.0,0.0,0.0,5.0,0.0,0.0,1.0,20,Logon activity outside working hours,1,0.2005951091237404,0,0.0754927510548409,0.697005956229538,0,20,low,Logon activity outside working hours,Armand Gabriel Brewer,Armand.Gabriel.Brewer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2011-05.csv
AGB0643,2010-01-05,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Logon activity outside working hours,1,0.2543368308857394,0,0.040291766473220345,0.697005956229538,0,20,low,Logon activity outside working hours,Armand Gabriel Brewer,Armand.Gabriel.Brewer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2011-05.csv
AGB0643,2010-01-06,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Logon activity outside working hours,1,0.2543368308857394,0,0.04029176788212439,0.697005956229538,0,20,low,Logon activity outside working hours,Armand Gabriel Brewer,Armand.Gabriel.Brewer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2011-05.csv
AHD0848,2010-01-07,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.19858035694931592,0,0.09598649449253192,0.697005956229538,0,15,low,USB activity detected,Aladdin Hu Day,Aladdin.Hu.Day@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2011-05.csv
AHD0848,2010-01-09,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.24138913393585137,0,0.034578884745784924,0.697005956229538,0,15,low,USB activity detected,Aladdin Hu Day,Aladdin.Hu.Day@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2011-05.csv
AHD0848,2010-01-13,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.24138913393585137,0,0.034578884745784924,0.697005956229538,0,15,low,USB activity detected,Aladdin Hu Day,Aladdin.Hu.Day@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2011-05.csv
AHG0634,2010-01-04,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,88678.0,29559.333333333332,0.0,0.0,4.0,3.0,1.0,1.0,20,Logon activity outside working hours,1,0.1964052019472322,0,0.06917348273896906,0.697005956229538,0,20,low,Logon activity outside working hours,Amir Hayden Gray,Amir.Hayden.Gray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-07.csv
AHG0634,2010-01-05,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Logon activity outside working hours,1,0.25615140751235443,0,0.042606806625200486,0.697005956229538,0,20,low,Logon activity outside working hours,Amir Hayden Gray,Amir.Hayden.Gray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-07.csv
AHG0634,2010-01-06,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Logon activity outside working hours,1,0.2022079337021564,0,0.0427761008030773,0.697005956229538,0,20,low,Logon activity outside working hours,Amir Hayden Gray,Amir.Hayden.Gray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-07.csv
AHM0410,2010-01-04,1.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,286226.0,31802.88888888889,8.0,3.0,15.0,11.0,5.0,1.0,15,USB activity detected,1,0.07201074161391152,0,0.10630534309072798,0.697005956229538,0,15,low,USB activity detected,Addison Hiram Morrow,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2011-05.csv
AHM0410,2010-01-05,2.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,9.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34912.0,34912.0,0.0,0.0,1.0,0.0,1.0,1.0,15,USB activity detected,1,0.13281005587834938,0,0.13836736495096225,0.697005956229538,0,15,low,USB activity detected,Addison Hiram Morrow,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2011-05.csv
AHM0410,2010-01-06,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.19353688320154794,0,0.13168185566651786,0.697005956229538,0,15,low,USB activity detected,Addison Hiram Morrow,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2011-05.csv
AHM0410,2010-01-07,2.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,11.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.19097723396070704,0,0.10147573347291147,0.697005956229538,0,15,low,USB activity detected,Addison Hiram Morrow,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2011-05.csv
AHM0410,2010-01-08,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,8.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.21152895624851709,0,0.02736644932722874,0.697005956229538,0,15,low,USB activity detected,Addison Hiram Morrow,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2011-05.csv
AHM0410,2010-01-13,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.24138913393585137,0,0.034578884745784924,0.697005956229538,0,15,low,USB activity detected,Addison Hiram Morrow,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2011-05.csv
AIB0948,2010-01-04,2.0,1.0,0.0,1.0,18.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,21915.0,21915.0,0.0,0.0,2.0,1.0,1.0,1.0,15,USB activity detected,1,0.07649954800750403,0,0.5096151018935032,0.697005956229538,0,15,low,USB activity detected,Ariel Ina Barrett,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2011-05.csv
AIB0948,2010-01-05,2.0,1.0,0.0,1.0,18.0,9.0,9.0,0.0,1.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.13670408869390815,0,0.10081150355567736,0.697005956229538,0,15,low,USB activity detected,Ariel Ina Barrett,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2011-05.csv
AIB0948,2010-01-06,2.0,2.0,0.0,2.0,18.0,9.0,9.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.1131640717157536,0,0.15825966471846584,0.697005956229538,0,15,low,USB activity detected,Ariel Ina Barrett,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2011-05.csv
AIB0948,2010-01-07,2.0,1.0,0.0,1.0,18.0,9.0,9.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.1348604998100454,0,0.10259628011999952,0.697005956229538,0,15,low,USB activity detected,Ariel Ina Barrett,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2011-05.csv
AIB0948,2010-01-08,0.0,0.0,0.0,0.0,18.0,9.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.13338406848162387,0,0.05768894638016156,0.697005956229538,0,15,low,USB activity detected,Ariel Ina Barrett,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2011-05.csv
AIB0948,2010-01-11,0.0,0.0,0.0,0.0,18.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.1353685565527865,0,0.0331418890848386,0.697005956229538,0,15,low,USB activity detected,Ariel Ina Barrett,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2011-05.csv
AIB0948,2010-01-12,0.0,0.0,0.0,0.0,18.0,9.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.13338406848162387,0,0.05768894638016156,0.697005956229538,0,15,low,USB activity detected,Ariel Ina Barrett,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2011-05.csv
AIB0948,2010-01-13,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,USB activity detected,1,0.19263759731893615,0,0.027857543854367298,0.697005956229538,0,15,low,USB activity detected,Ariel Ina Barrett,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2011-05.csv
